CODCP_INEI,CODCCPP,CEN_POB,CODGEO,D_DPTO,D_PROV,D_DIST,D_REGION,REGION
203050010,239867,SAN MARTIN DE PARAS,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203040036,122151,SAN CRISTOBAL DE CARHUA,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203030033,514320,QUILLEY UCRO,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203050045,128469,SAN JOSE DE ILLAURO,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050024,112766,SAN BARTOLOME DE PAJURRUMI,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050039,116961,SAN CRISTOBAL DE CORMA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050012,545551,LA UNION,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203020032,124868,UCHUPATA,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203010030,652391,SAN FRANCISCO DE CIRCO,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203020028,530453,CORMA / BUENOS AIRES DE CORMO,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203050044,114917,SAN PEDRO DE MAREYPAMPA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203010038,517974,ACOPUQUIO,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203010015,534621,SAN MIGUEL DE QUITAPAMPA,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203040030,116180,POMABAMBA,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203030038,120102,SAN PEDRO DE QUILLO,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203050029,513218,VILLA DE JAPIA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203040032,111245,RONTOY,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203050048,619739,NUEVA MANCHURIA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203060017,129710,LA MERCED,20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,DRE ANCASH,ANCASH
204010001,126722,CHACAS,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204020015,131831,LLUICHUSH,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020007,239747,COLPA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020020,110393,PALCASH,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020041,234111,CHINLLA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020001,127886,ACOCHACA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204010014,120265,PAMPASH,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010034,119012,HUAYA / HUAYA PAMPA,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010019,527876,MACUASH,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010005,520024,SOCOS,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010050,512579,HUALLIN,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010053,242226,COCHAS,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204020048,228166,TAZAPAMPA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020033,116619,SAJA CANCHA / SAJACANCHA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020002,126775,WECRONCOCHA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204010016,110278,YIZCAS,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204020040,534147,ICHIC CHINLLA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020017,131608,SAPCHA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204020008,121459,CACARAY,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204010020,514514,RAYAN / SANTA CRUZ RAYAN,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204010044,521913,GOYLLARHUANCA,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204020037,535251,PUNKUPAMPA,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204010016,110278,JAMBON,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
204020028,122962,CUNTUYOC,20402,ANCASH,ASUNCION,ACOCHACA,DRE ANCASH,ANCASH
204010008,115963,CHUCPIN,20401,ANCASH,ASUNCION,CHACAS,DRE ANCASH,ANCASH
205010001,133305,CHIQUIAN,20501,ANCASH,BOLOGNESI,CHIQUIAN,DRE ANCASH,ANCASH
205010004,112306,CARCAS,20501,ANCASH,BOLOGNESI,CHIQUIAN,DRE ANCASH,ANCASH
205040031,116813,SUYAN,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040021,229161,PACHAPAQUI,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040001,131803,AQUIA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040074,117415,RACRA CHACA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040028,217253,SANTA ROSA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040039,115406,URANYACU,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040049,123672,VILLANUEVA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040047,532093,VISTA ALEGRE,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205040045,127162,PACARENCA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205050009,518102,SEQUESPAMPA,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205050025,120873,CACHIRPAYOC,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205050012,514499,COLCA,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205050022,120825,HUAROSIMPA,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205050001,122552,CAJACAY,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205050018,542045,SANTA ROSA,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
205090011,224177,PAMPAM,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090001,125102,HUASTA,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090020,124407,MAHUAY,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090026,111798,POCPA,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090007,113643,POMAPATA,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090019,114638,QUERO,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090013,530185,LA MERCED,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205090004,119194,RAMPON,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205100009,128029,BUENA VISTA,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
205100033,511454,LA ESPERANZA,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
205100036,112236,YUMPE,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
205100001,133395,HUAYLLACAYAN,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
205100011,127681,PACUR / PUCUR,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
,563732,SAN LUCAS,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,DRE ANCASH,ANCASH
205120001,120766,MANGAS,20512,ANCASH,BOLOGNESI,MANGAS,DRE ANCASH,ANCASH
,119964,NANIS,20512,ANCASH,BOLOGNESI,MANGAS,DRE ANCASH,ANCASH
205110002,122543,TAURIPON,20511,ANCASH,BOLOGNESI,LA PRIMAVERA,DRE ANCASH,ANCASH
205130001,121761,PACLLON,20513,ANCASH,BOLOGNESI,PACLLON,DRE ANCASH,ANCASH
205130002,117026,LLAMAC,20513,ANCASH,BOLOGNESI,PACLLON,DRE ANCASH,ANCASH
205150001,133308,TICLLOS,20515,ANCASH,BOLOGNESI,TICLLOS,DRE ANCASH,ANCASH
205150009,126967,ROCA,20515,ANCASH,BOLOGNESI,TICLLOS,DRE ANCASH,ANCASH
205140007,123273,CARHUAJARA,20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,DRE ANCASH,ANCASH
205140001,115077,SAN MIGUEL DE CORPANQUI,20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,DRE ANCASH,ANCASH
205020001,113689,LLACLLA,20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,DRE ANCASH,ANCASH
205030001,124702,RAQUIA,20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,DRE ANCASH,ANCASH
205030009,124542,MALLAO,20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,DRE ANCASH,ANCASH
205030016,120617,YAMOR,20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,DRE ANCASH,ANCASH
205030018,116623,JARACHACRA,20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,DRE ANCASH,ANCASH
205030003,127696,SAN JOSE DE APAC,20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,DRE ANCASH,ANCASH
205060001,111050,CANIS,20506,ANCASH,BOLOGNESI,CANIS,DRE ANCASH,ANCASH
205070001,538250,CHASQUITAMBO,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
205070012,511243,LLAMPA,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
205070004,115851,HORNILLOS,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
205070014,225570,COLQUIOC,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
205110001,131268,GORGORRILLO,20511,ANCASH,BOLOGNESI,LA PRIMAVERA,DRE ANCASH,ANCASH
205080001,124495,HUALLANCA,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
205070016,514568,SHINQUIPAMPA,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
205080059,112063,CHIURUCO,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
205080050,528196,HUANCAYOG,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
205080047,529010,AZUL MINA,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
205080001,124495,SANTA ROSA,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
205010034,126192,CUSPON,20501,ANCASH,BOLOGNESI,CHIQUIAN,DRE ANCASH,ANCASH
,NA,VETILLA,20504,ANCASH,BOLOGNESI,AQUIA,DRE ANCASH,ANCASH
205090024,114066,SAN ANTONIO DE QUISIPATA,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205140004,132195,HUANCHAY,20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,DRE ANCASH,ANCASH
205010031,131902,MATARA,20501,ANCASH,BOLOGNESI,CHIQUIAN,DRE ANCASH,ANCASH
,NA,RACRACOCHA,20507,ANCASH,BOLOGNESI,COLQUIOC,DRE ANCASH,ANCASH
,NA,SAN MIGUEL DE HUAJIP,20505,ANCASH,BOLOGNESI,CAJACAY,DRE ANCASH,ANCASH
,NA,VILLALTA,20509,ANCASH,BOLOGNESI,HUASTA,DRE ANCASH,ANCASH
205080086,573627,JOGO,20508,ANCASH,BOLOGNESI,HUALLANCA,DRE ANCASH,ANCASH
206010007,115997,PARIACACA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010040,120881,MAYA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010042,115412,ÑIHUIN,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010055,126717,RAMPAC CHICO,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010060,132785,TAURIPAMPA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
,118064,YANAMARCA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206020016,111560,UCUCHA,20602,ANCASH,CARHUAZ,ACOPAMPA,DRE ANCASH,ANCASH
206010017,128491,CARAZBAMBA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010030,250742,COCHAPAMPA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206050018,522263,HUELLAP,20605,ANCASH,CARHUAZ,ATAQUERO,DRE ANCASH,ANCASH
206030007,529637,PISHAP,20603,ANCASH,CARHUAZ,AMASHCA,DRE ANCASH,ANCASH
206030009,522948,SHAPASHMARCA,20603,ANCASH,CARHUAZ,AMASHCA,DRE ANCASH,ANCASH
206090003,131024,CONGAR,20609,ANCASH,CARHUAZ,SHILLA,DRE ANCASH,ANCASH
206100003,119153,MAL PASO,20610,ANCASH,CARHUAZ,TINCO,DRE ANCASH,ANCASH
206020007,113177,OBRAJE,20602,ANCASH,CARHUAZ,ACOPAMPA,DRE ANCASH,ANCASH
206030005,514118,PUNYAN,20603,ANCASH,CARHUAZ,AMASHCA,DRE ANCASH,ANCASH
206010070,131625,CAPILLAPAMPA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010020,229653,COPA CHICO,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206060001,110016,MARCARA,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060016,114039,ULLMAY,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060027,535810,TUYU,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060004,226486,COPA GRANDE,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060031,623823,ACO PURHUAY,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
,538793,AHUAC,20607,ANCASH,CARHUAZ,PARIAHUANCA,DRE ANCASH,ANCASH
206080001,128656,ACO,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
206070004,523241,LABORPAMPA,20607,ANCASH,CARHUAZ,PARIAHUANCA,DRE ANCASH,ANCASH
206060040,132533,VICOS,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060046,110489,RECUAY HUANCA,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206080002,123677,HUAPRA,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
206080006,523845,QUINRANCA,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
206040001,122489,ANTA,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206110009,544382,CARIAN,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206110033,556149,POYOR,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206110012,525349,TRIGOPAMPA,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206110019,124675,SANTA ROSA,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206040008,112663,HUACRAN,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206040026,227209,PAMPACANCHA,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206010001,116022,CARHUAZ,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206040041,528830,PACCHA,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206010049,125655,RAMPAC GRANDE,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206100005,110542,MISHQUI,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
,541987,TAMBO,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206020001,129951,ACOPAMPA,20602,ANCASH,CARHUAZ,ACOPAMPA,DRE ANCASH,ANCASH
206020011,230359,NUNOCOTO,20602,ANCASH,CARHUAZ,ACOPAMPA,DRE ANCASH,ANCASH
206100001,121919,TINCO,20610,ANCASH,CARHUAZ,TINCO,DRE ANCASH,ANCASH
206100011,133398,TOMA,20610,ANCASH,CARHUAZ,TINCO,DRE ANCASH,ANCASH
206050007,118951,ATAQUERO,20605,ANCASH,CARHUAZ,ATAQUERO,DRE ANCASH,ANCASH
206050001,131363,CARHUAC,20605,ANCASH,CARHUAZ,ATAQUERO,DRE ANCASH,ANCASH
206030001,130497,AMASHCA,20603,ANCASH,CARHUAZ,AMASHCA,DRE ANCASH,ANCASH
206090001,129443,SHILLA,20609,ANCASH,CARHUAZ,SHILLA,DRE ANCASH,ANCASH
206090007,118807,LLIPTA,20609,ANCASH,CARHUAZ,SHILLA,DRE ANCASH,ANCASH
206010009,125821,HUALCAN,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010029,119072,CAJAMARQUILLA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010058,122757,PONQUEZ,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206040039,110908,CANTAR,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206110001,111379,YUNGAR,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206080005,536289,ATOCPAMPA,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
206090004,521856,SEÑOR DE MAYO DE CATAY,20609,ANCASH,CARHUAZ,SHILLA,DRE ANCASH,ANCASH
206080004,220394,PAMPAMACA,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
206070001,130688,PARIAHUANCA,20607,ANCASH,CARHUAZ,PARIAHUANCA,DRE ANCASH,ANCASH
206010045,573921,MALLHUAPAMPA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206110019,124675,PAYOR / POYOR SANTA ROSA,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206060049,218629,WIASH,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
,126611,AMPU,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206110032,117308,PAMPACORRAL,20611,ANCASH,CARHUAZ,YUNGAR,DRE ANCASH,ANCASH
206010072,112043,LLECLLE,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206060038,619052,HUASHCAR,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206060044,618734,CORGOCSHO,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206010027,240831,AUQUIPAMPA,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206010033,523637,LLANLLAP,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206060041,521797,CULLHUASH,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
,652567,SOLEDAD,20601,ANCASH,CARHUAZ,CARHUAZ,DRE ANCASH,ANCASH
206080012,517973,CHOPIJIRCA,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,DRE ANCASH,ANCASH
,528381,LA FLORIDA,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
206040013,111943,LA ESPERANZA,20604,ANCASH,CARHUAZ,ANTA,DRE ANCASH,ANCASH
206060016,114039,ULMEY,20606,ANCASH,CARHUAZ,MARCARA,DRE ANCASH,ANCASH
207020038,118685,LLAMACA,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020026,114809,RANCHAJ,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020014,131899,QUEROBAMBA,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207030056,119338,RAYAN,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030025,545887,OCOBAMBA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030026,219402,CHACUAS CANCHA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207020018,110468,PAJON,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020022,119363,RURIS,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020002,124415,HUACLLAPUQUIO,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020024,120391,HUANTAR,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207030066,536568,PACCHO,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030073,115706,PALMADERA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030045,523294,MARIBAMBA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030001,115719,YAUYA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207020001,541154,SAN NICOLAS,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207030018,129205,SAN MIGUEL DE JUNCAY,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030006,117185,CHINCHO,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030015,535036,SAN FRANCISCO,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030036,236424,PAMPACANCHA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030059,122434,TAMBO,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030062,623784,JAULINCA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207010001,124380,SAN LUIS,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010032,232413,HUMANHUAUCO,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010015,110123,UCHUSQUILLO,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010010,528442,TAYAPAMPA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010048,223871,VINCOCOCHA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010092,132879,COLCABAMBA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010072,210823,AQUILLAYOC,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010055,124668,CANCHABAMBA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010117,129601,CARDON,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010102,114305,TAULLI,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010006,130418,TARAPAMPA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010120,226221,MALQUIBAMBA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010007,120549,ISHANCA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010099,532542,CANINACO,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010057,125286,COCHABAMBA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010071,110076,CARASH,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207020034,651268,BUENA VISTA CHICO,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207020023,542365,CHULLAPA,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207010043,542329,YURAJ JACHA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010044,117030,RANRACANCHA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207010100,211011,CAPULI,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207030030,512422,MANYANYACU,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207030071,230819,JATUNQUILLUSH / JATUNQUILLUSA,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207020017,132660,CACHUNA,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207030048,121520,LIRIO,20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,DRE ANCASH,ANCASH
207010089,537336,SIN CUNA PAMPA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207020015,216039,YANAMAYO,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
207010016,519346,HUARERA PAMPA,20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,DRE ANCASH,ANCASH
207020007,534303,ALTO PROGRESO,20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,DRE ANCASH,ANCASH
