CODCP_INEI,CODCCPP,CEN_POB,CODGEO,D_DPTO,D_PROV,D_DIST,D_REGION,REGION
1305010027,551274,SAN MARTIN DE PORRES,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305010036,531503,SANTA ROSA,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305010031,538809,SAN PEDRO,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305030018,524858,SAN ISIDRO,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305020020,211775,LAS CAPILLAS,130502,LA LIBERTAD,JULCAN,CALAMARCA,DRE LA LIBERTAD,LA LIBERTAD
1305010033,235762,SAN ANTONIO DE ISHPASHGON,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305010014,114864,CHUGURPAMPA,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305010048,122223,PARUQUE BAJO,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305030007,613047,BELLO AMANECER,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305040029,217905,JAULABAMBA,130504,LA LIBERTAD,JULCAN,HUASO,DRE LA LIBERTAD,LA LIBERTAD
1305030019,524152,VICTOR RAUL,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305040024,574138,SANTA ELENA,130504,LA LIBERTAD,JULCAN,HUASO,DRE LA LIBERTAD,LA LIBERTAD
1305010016,132000,AYANGAY,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305030029,515004,BUENAVENTURA,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305010040,132219,CANDUALL ALTO,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305040025,651690,EL PROGRESO,130504,LA LIBERTAD,JULCAN,HUASO,DRE LA LIBERTAD,LA LIBERTAD
1305030033,651687,AHIJADERO BAJO,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305010026,612230,JOSE FAUSTINO SANCHEZ CARRION,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1305030030,650024,SAN FERNANDO,130503,LA LIBERTAD,JULCAN,CARABAMBA,DRE LA LIBERTAD,LA LIBERTAD
1305010057,530824,ORIENTE HUAYCHACA,130501,LA LIBERTAD,JULCAN,JULCAN,DRE LA LIBERTAD,LA LIBERTAD
1306010047,128956,SANCHIQUE,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306110029,237409,BELLAVISTA,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110030,549149,SHULGON,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110033,552508,EL SAUCO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110020,112798,COCHAYA,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306010001,115893,OTUZCO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010017,113870,HUANGAMARCA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010029,621654,WALTER ACEVEDO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010024,123933,PACHIN BAJO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010036,547857,USGARAT,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010033,210425,SAN ISIDRO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010003,129950,LLAUGUEDA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010011,125145,PANGO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010028,120087,SAN VENANCIO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306050036,117906,HUAYOBAMBA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050001,115873,HUARANCHAL,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306040029,119133,CHACLIANDAS,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040008,528874,CAYANCHAL,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040005,548740,CALLANCAS,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040001,114424,CHARAT,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306080017,233702,CAMPO BELLO,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080004,122280,LLUIN,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080001,130545,MACHE,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306020014,210132,CHOTA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306010027,128764,TRIGOPAMPA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306020044,113309,MOTIL,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020024,118234,CARATA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020033,111874,YAMOBAMBA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306110010,238863,MILLUACHAQUI,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110023,126366,PURRUPAMPA,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110001,132661,SALPO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306140099,221008,MONCHACAP,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140017,233335,HUACAMOCHAL,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140107,243280,BARRO NEGRO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140034,130962,COINA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306020001,133274,AGALLPAMPA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306140063,128726,CUYUCHUGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306050026,133295,EL MILAGRO,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306010037,118607,ALLACDAY,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306140018,110969,CHUQUIZONGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140001,123150,USQUIL,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306110037,115207,CHEPEN,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306010045,624729,PARAGUEDA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306140098,622726,JUAN VELASCO ALVARADO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140079,512631,LA LIBERTAD,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140090,510650,ALFONSO UGARTE,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140092,518389,SAN LUIS,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140076,521154,COMPINCITO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140053,516027,VICTOR RAUL HAYA DE LA TORRE,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140065,514842,CANCHACHUGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140038,548394,ALTO CHICAMA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140004,529427,LOS ANGELES,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140032,228783,CHUNGUIT,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140048,227516,PURME,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140046,653507,EL PEDREGAL,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140097,626590,SANTA CECILIA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306020011,210072,MAYDAY,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306140091,529925,LAS DELICIAS,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140064,540358,EL PROGRESO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140030,121712,CHACLAPAMPA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306050038,527163,EL ALTO DE LA MANZANA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050018,221513,LA TUNA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050013,111023,LA FORTUNA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050022,623738,EL MANZANO,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306080007,518361,LOMA LINDA,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080012,126114,OLAYA,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306110038,231499,EL CAURO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110022,216718,SAN MIGUEL,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110003,132946,COTRA,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110027,532113,EL NARANJAL,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110014,545570,SAN ANDRES DE CARCEL,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306140039,233866,QUERICON,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
,683389,SAN LUIS DE HUAYLOS,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140013,544771,ANDRES AVELINO CACERES,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306010012,625881,NUEVO AMANECER,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306140054,519092,PACOSBAMBA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306050009,110513,IGOR,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306010002,519252,LLACAHUAN,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010022,116376,CARNACHIQUE,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010026,132915,MACHIGON,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010016,127650,TARNIHUAL,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010021,210274,BELLAVISTA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010051,528748,CAMPO NUEVO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010043,233628,JOSE GALVEZ,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010042,127222,EL PORVENIR,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010038,573016,MONTE DE ARMAS ALTO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306020022,213814,SAN PEDRO ALTO,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1305010002,517091,SAN VICENTE,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020026,124962,MARISCAL CASTILLA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020025,117938,JOSE BALTA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020029,118594,SIGUIBAL,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020032,121751,LA FLORIDA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306040009,525955,YACAT,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040026,123516,JULGUEDA,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040006,130603,SAÑUMAS,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306050008,225228,LA QUIDA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306140003,529924,MONCADA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306050037,114870,EL LAJON,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306140063,128726,CUYCHUGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140072,523227,NAMUCHUGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140007,521528,ASCAT,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140026,122066,LA PAUCA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140015,226529,CHICHIPAMPA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140089,542575,LOS ANDES,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140085,542274,TUPAC AMARU,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140023,512445,ICHUGO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140088,517296,ZULLANDAS,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140073,115776,SAHUACHIQUE,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140041,217630,CAULIMALCA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140058,220364,LA PAMPA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140031,240262,HUARISH,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140025,238069,NAUBAMBA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140045,129669,SATAPAMPA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306110007,132763,CHANCHACAP,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
,569802,PURRUPAMPA ALTO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110035,513733,EL MILAGRO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306080008,221812,HUAMANMARCA/HUANANMARCA ALTA,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080021,543451,QUIÑIGON,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080022,562167,FRANCISCO BOLOGNESI,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080024,310135,CRUZ DE MAYO,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306080009,114060,PISCOPAMPA,130608,LA LIBERTAD,OTUZCO,MACHE,DRE LA LIBERTAD,LA LIBERTAD
1306050035,120114,CHAPIHUAL,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050032,227253,LA MANZANA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306140009,540197,PAMPA HERMOSA ALTA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306050028,125641,LA COLPA,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306050002,117527,CALLANQUITAS,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306140035,231231,LA QUESERA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140050,220530,SAN JUAN,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140067,220545,CHASIMALCA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140066,241511,SHIGUILLAN,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140033,220913,CONCHOR,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140042,113067,BARRIO NUEVO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140071,214053,RUMURO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140049,521948,LAS MERCEDES,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140069,541607,LA UNION,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140051,222640,SAN MARTIN,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140083,132092,RAYAMBALL,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140011,548763,LA LEONERA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140093,530621,MIGUEL GRAU,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140016,212802,PAMPA REGADA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140006,128018,PAUGANCHE,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140019,126042,SAN CARLOS/EL RECREO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140021,531707,RAMON CASTILLA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140052,116493,COTQUIT,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140027,231037,SANTA ROSA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306010007,223033,TAMBILLO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010005,536043,LA UNION,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010004,121179,SURUPAMPA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010052,115353,CASMICHE,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010014,112630,PACHIN ALTO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010019,117212,MAGDALENA DE PURRUCHAGA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010039,128069,MONTE DE ARMAS BAJO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010013,224459,POLLO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010025,117199,CUYUNDAY,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306140074,239880,DOS DE MAYO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306020004,560644,SANTA ROSA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010035,124406,CIENEGO GRANDE,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010015,217956,CHAGAPAMPA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010032,540225,SANTA LUCIA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306110024,123021,PARAGADAY,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110018,116831,LEONCIO PRADO,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110021,215876,COGON,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306110028,110686,SIXA,130611,LA LIBERTAD,OTUZCO,SALPO,DRE LA LIBERTAD,LA LIBERTAD
1306020020,510632,PUEBLO LIBRE,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020023,242880,CAUPAR,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020007,616456,LABUNDAY,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020017,616449,SANGALLPAMPA ALTA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020002,226167,PAIHUAL,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020021,225468,EL PUNAS,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020012,573899,SAN VICENTE LA UNION,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020036,528483,EL PARAISO,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020010,225419,SAN AGUSTIN,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306010044,120297,SUYUPAMPA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010031,243452,SAN FRANCISCO DEL SURO,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010030,130480,PICHAMPAMPA,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306010009,122218,LA LIBERTAD,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306050031,243672,EL ALIZO,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306010020,133422,PUSUNCHAS,130601,LA LIBERTAD,OTUZCO,OTUZCO,DRE LA LIBERTAD,LA LIBERTAD
1306050004,130372,TRES PIEDRAS,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,DRE LA LIBERTAD,LA LIBERTAD
1306040031,541760,LA RAMADA,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040013,112334,LA FLORIDA,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
1306040028,237463,CUNGUNDAY,130604,LA LIBERTAD,OTUZCO,CHARAT,DRE LA LIBERTAD,LA LIBERTAD
,532779,LA MORADA,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020003,225677,CUSHCANDAY,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306020027,111616,CHUAL,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DRE LA LIBERTAD,LA LIBERTAD
1306140010,126274,PAMPA HERMOSA BAJA,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
1306140082,520105,CANIBAMBA ALTO,130614,LA LIBERTAD,OTUZCO,USQUIL,DRE LA LIBERTAD,LA LIBERTAD
